0.012345679,0.03896321
0.024691358,0.03794234
0.037037037,0.03896321
0.049382716,0.03794234
0.061728395,0.03794234
0.074074074,0.03896321
0.086419753,0.03794234
0.098765432,0.03913335
0.111111111,0.03794234
0.12345679,0.03794234
0.135802469,0.03896321
0.148148148,0.03913335
0.160493827,0.03896321
0.172839506,0.03896321
0.185185185,0.0427064
0.197530864,0.04372727
0.209876543,0.04338698
0.222222222,0.03947364
0.234567901,0.03964379
0.24691358,0.03539016
0.259259259,0.04440785
0.271604938,0.04015422
0.283950617,0.04015422
0.296296296,0.04015422
0.308641975,0.03607074
0.320987654,0.0359006
0.333333333,0.04491828
0.345679012,0.04491828
0.358024691,0.04066466
0.37037037,0.03981393
0.382716049,0.0408348
0.395061728,0.0408348
0.407407407,0.0408348
0.419753086,0.0408348
0.432098765,0.04066466
0.444444444,0.0408348
0.456790123,0.0408348
0.469135802,0.0408348
0.481481481,0.0408348
0.49382716,0.0408348
0.50617284,0.04491828
0.518518519,0.04491828
0.530864198,0.03607074
0.543209877,0.03607074
0.555555556,0.03487973
0.567901235,0.03504987
0.580246914,0.03913335
0.592592593,0.03913335
0.604938272,0.03607074
0.617283951,0.04508843
0.62962963,0.04491828
0.641975309,0.0408348
0.654320988,0.0408348
0.666666667,0.03964379
0.679012346,0.0408348
0.691358025,0.03658118
0.703703704,0.0408348
0.716049383,0.0408348
0.728395062,0.03981393
0.740740741,0.0408348
0.75308642,0.03964379
0.765432099,0.04491828
0.777777778,0.03607074
0.790123457,0.03913335
0.802469136,0.04338698
0.814814815,0.04440785
0.827160494,0.03964379
0.839506173,0.04372727
0.851851852,0.04372727
0.864197531,0.0427064
0.87654321,0.03896321
0.888888889,0.03896321
0.901234568,0.04321683
0.913580247,0.03845277
0.925925926,0.03845277
0.938271605,0.04236611
0.950617284,0.04253625
0.962962963,0.04253625
0.975308642,0.03777219
0.987654321,0.03777219
1,0.03794234
1.012345679,0.03777219
1.024691358,0.03777219
1.037037037,0.03777219
1.049382716,0.03777219
1.061728395,0.03777219
1.074074074,0.04202582
1.086419753,0.04202582
1.098765432,0.04202582
1.111111111,0.04202582
1.12345679,0.04202582
1.135802469,0.04202582
1.148148148,0.04202582
1.160493827,0.04202582
1.172839506,0.04202582
1.185185185,0.03777219
1.197530864,0.03675132
1.209876543,0.03777219
1.222222222,0.03777219
1.234567901,0.03777219
1.24691358,0.04151538
1.259259259,0.04253625
1.271604938,0.04253625
1.283950617,0.04253625
1.296296296,0.03828263
1.308641975,0.04304669
1.320987654,0.04321683
1.333333333,0.03794234
1.345679012,0.03794234
1.358024691,0.04372727
1.37037037,0.03964379
1.382716049,0.03964379
1.395061728,0.04440785
1.407407407,0.04015422
1.419753086,0.04015422
1.432098765,0.04015422
1.444444444,0.03504987
1.456790123,0.0442377
1.469135802,0.04491828
1.481481481,0.04491828
1.49382716,0.04491828
1.50617284,0.04389741
1.518518519,0.03607074
1.530864198,0.03504987
1.543209877,0.04015422
1.555555556,0.04015422
1.567901235,0.03913335
1.580246914,0.04015422
1.592592593,0.04015422
1.604938272,0.03607074
1.617283951,0.04491828
1.62962963,0.03964379
1.641975309,0.04066466
1.654320988,0.0408348
1.666666667,0.04559886
1.679012346,0.04100495
1.691358025,0.03726176
1.703703704,0.04202582
1.716049383,0.04202582
1.728395062,0.04576901
1.740740741,0.04253625
1.75308642,0.04627944
1.765432099,0.04730031
1.777777778,0.04730031
1.790123457,0.04219596
1.802469136,0.04321683
1.814814815,0.03896321
1.827160494,0.03947364
1.839506173,0.03964379
1.851851852,0.04730031
1.864197531,0.0461093
1.87654321,0.04934205
1.888888889,0.05563742
1.901234568,0.06754757
1.913580247,0.07180119
1.925925926,0.09085743
1.938271605,0.09579164
1.950617284,0.11297628
1.962962963,0.12675803
1.975308642,0.14156064
1.987654321,0.16350935
2,0.18528791
2.012345679,0.20162183
2.024691358,0.22544213
2.037037037,0.25130417
2.049382716,0.2877152
2.061728395,0.31732043
2.074074074,0.33892884
2.086419753,0.36206856
2.098765432,0.4151538
2.111111111,0.78130584
2.12345679,0.51247674
2.13595679,0.76497192
2.14845679,0.53255385
2.16095679,0.7641212
2.173615018,0.714609
2.186273246,0.68075015
2.198931474,0.67428464
2.211589702,0.72617886
2.224410214,0.68006957
2.237230727,0.63855419
2.25005124,0.65420753
2.262871753,0.66611768
2.275692266,0.65999246
2.288679279,0.74064119
2.301666292,0.74846786
2.314653305,0.67496522
2.327640318,0.67496522
2.340798212,0.67785768
2.353956107,0.66611768
2.367114002,0.66169391
2.380271897,0.67700696
2.39360523,0.66901014
2.406938563,0.66220434
2.420271897,0.66594753
2.43360523,0.75238119
2.447118743,0.70252871
2.460632257,0.75238119
2.47414577,0.73417568
2.487659284,0.67207275
2.501172797,0.66798927
2.514871428,0.69334088
2.528570058,0.72192524
2.542268688,0.66186405
2.555967318,0.67207275
2.569856207,0.73111307
2.583745096,0.73996061
2.597633985,0.73945017
2.611522874,0.73996061
2.625411762,0.69232001
2.639496269,0.67088174
2.653580776,0.66679826
2.667665284,0.6620342
2.681749791,0.56709329
2.695834298,0.66662811
2.710120012,0.67088174
2.724405726,0.66611768
2.73869144,0.66662811
2.752977155,0.67088174
2.767262869,0.67513536
2.781755623,0.67088174
2.796248376,0.67105188
2.81074113,0.67088174
2.825233884,0.6620342
2.839726637,0.6620342
2.85443252,0.66713855
2.869138402,0.67088174
2.883844284,0.67088174
2.898550167,0.66764898
2.913256049,0.67088174
2.928181422,0.66305507
2.943106795,0.6620342
2.958032168,0.6620342
2.972957541,0.67071159
2.987882915,0.67190261
